Date,Open,High,Low,Close,Volume
2015-09-26,239.99,239.99,234.81,235.2,190090
2015-09-27,235.2,235.36,232.91,234.51,258488
2015-09-28,234.51,234.76,233.03,233.29,161013
2015-09-29,233.29,243.19,232.9,240.07,319143
2015-09-30,240.07,241.5,235.81,237.0,368771
2015-10-01,237.0,238.2,235.56,236.55,294736
2015-10-02,236.55,239.53,234.63,238.1,180356
2015-10-03,238.1,238.99,237.09,238.0,133911
2015-10-04,238.0,241.0,237.53,239.67,127411
2015-10-05,239.67,239.93,238.3,238.58,148659
2015-10-06,238.58,240.85,237.77,240.85,255736
2015-10-07,240.85,249.0,240.68,247.09,536943
2015-10-08,247.09,247.8,243.43,243.43,428099
2015-10-09,243.43,245.73,243.0,243.19,393019
2015-10-10,243.19,244.91,242.99,244.4,466508
2015-10-11,244.4,246.08,243.77,246.0,300969
2015-10-12,246.0,248.56,245.18,248.13,657289
2015-10-13,248.13,248.41,245.7,246.38,710444
2015-10-14,246.38,251.49,244.47,250.76,1284157
2015-10-15,250.76,255.55,249.99,253.32,1196167
2015-10-16,253.32,257.18,253.04,254.86,3508869
2015-10-17,254.86,267.55,254.88,263.89,4632494
2015-10-18,263.89,278.51,263.0,273.91,9988015
2015-10-19,273.91,275.05,262.0,265.63,3216612
2015-10-20,265.63,270.69,261.55,265.35,2241882
2015-10-21,265.35,274.49,264.68,271.85,2770928
2015-10-22,271.85,273.45,263.88,268.37,2806074
2015-10-23,268.37,280.0,267.65,276.9,2263003
2015-10-24,276.9,282.38,275.47,279.8,1898945
2015-10-25,279.8,286.9,278.35,285.39,2753916
2015-10-26,285.39,299.51,282.9,285.79,5663816
2015-10-27,285.79,292.29,281.01,289.32,3596017
2015-10-28,289.32,305.32,286.89,296.51,4671955
2015-10-29,296.51,310.36,296.6,306.99,4231430
2015-10-30,306.99,322.0,303.14,316.6,5642264
2015-10-31,316.6,336.81,300.0,333.0,7526523
2015-11-01,333.0,338.7,307.53,317.73,5842767
2015-11-02,317.73,335.0,314.0,331.38,2599899
2015-11-03,331.38,380.0,326.95,371.98,3855966
2015-11-04,371.98,440.0,365.18,422.0,6102534
2015-11-05,422.0,558.0,382.0,424.0,5738641
2015-11-06,424.0,472.73,375.0,402.0,3820602
2015-11-07,402.0,408.32,359.0,377.61,3353266
2015-11-08,377.61,394.99,373.91,384.34,2032334
2015-11-09,384.34,394.82,365.0,372.0,1938629
2015-11-10,372.0,395.21,361.32,383.25,2043266
2015-11-11,383.25,385.96,326.88,339.45,3018387
2015-11-12,339.45,344.0,301.09,314.5,3906724
2015-11-13,314.5,349.84,313.7,338.25,3688177
2015-11-14,338.25,344.75,325.21,338.81,1939377
2015-11-15,338.81,345.03,329.31,333.63,1637971
2015-11-16,333.63,335.08,314.5,320.43,1621865
2015-11-17,320.43,334.77,314.1,332.05,1502612
2015-11-18,332.05,342.69,331.15,336.4,1530487
2015-11-19,336.4,339.69,328.77,336.5,1208577
2015-11-20,336.5,336.84,324.85,326.65,1209300
2015-11-21,326.65,327.37,309.99,322.09,1878107
2015-11-22,322.09,330.62,319.67,328.24,1113793
2015-11-23,328.24,328.6,319.81,324.92,912601
2015-11-24,324.92,331.94,320.96,323.81,803797
2015-11-25,323.81,323.76,315.79,319.8,927965
2015-11-26,319.8,334.49,315.84,329.42,1220511
2015-11-27,329.42,372.42,329.25,354.2,3054060
2015-11-28,354.2,367.4,350.0,361.7,2415770
2015-11-29,361.7,362.29,350.0,359.72,1678983
2015-11-30,359.72,382.74,355.1,379.5,1407040
2015-12-01,379.5,388.5,373.32,381.43,2619821
2015-12-02,381.43,384.75,347.03,364.1,2092391
2015-12-03,364.1,367.18,346.67,359.96,1896192
2015-12-04,359.96,372.7,355.0,362.32,1909147
2015-12-05,362.32,365.38,353.21,364.2,1174333
2015-12-06,364.2,395.0,363.35,394.0,1884756
2015-12-07,394.0,407.51,387.0,390.04,1995480
2015-12-08,390.04,405.62,384.0,396.7,1632998
2015-12-09,396.7,425.15,390.0,423.0,1589423
2015-12-10,423.0,428.7,407.5,422.14,3017529
2015-12-11,422.14,424.99,411.16,416.22,1725214
2015-12-12,416.22,463.78,416.64,460.0,5284695
2015-12-13,460.0,482.76,418.27,440.34,5297714
2015-12-14,440.34,449.8,419.99,437.5,2447010
2015-12-15,437.5,453.5,432.48,448.89,2231778
2015-12-16,448.89,471.0,447.48,469.98,3419075
2015-12-17,469.98,470.08,404.0,458.04,4154136
2015-12-18,458.04,459.76,446.17,456.36,1152674
2015-12-19,456.36,468.33,443.05,464.96,1493527
2015-12-20,464.96,467.5,451.37,461.6,1481469
2015-12-21,461.6,462.81,429.24,443.29,2584113
2015-12-22,443.29,446.0,423.7,439.31,2103651
2015-12-23,439.31,443.39,433.47,436.56,829379
2015-12-24,436.56,446.0,435.57,445.26,560732
2015-12-25,445.26,459.31,439.49,457.33,1020329
2015-12-26,457.33,461.56,448.48,455.44,612453
2015-12-27,455.44,458.45,402.86,416.76,2993927
2015-12-28,416.76,433.95,407.83,426.82,1267415
2015-12-29,426.82,432.67,417.87,422.5,1865178
2015-12-30,422.5,434.97,418.26,434.0,1033533
2015-12-31,434.0,434.47,419.97,424.0,841044
2016-01-01,424.0,434.23,415.99,430.76,1072844
2016-01-02,430.76,436.7,426.37,435.99,478071
2016-01-03,435.99,438.0,429.25,435.0,729519
2015-12-11,422.14,424.99,411.16,416.22,1725214
2015-12-12,416.22,463.78,416.64,460.0,5284695
2015-12-13,460.0,482.76,418.27,440.34,5297714
2015-12-14,440.34,449.8,419.99,437.5,2447010
2015-12-15,437.5,453.5,432.48,448.89,2231778
2015-12-16,448.89,471.0,447.48,469.98,3419075
2015-12-17,469.98,470.08,404.0,458.04,4154136
2015-12-18,458.04,459.76,446.17,456.36,1152674
2015-12-19,456.36,468.33,443.05,464.96,1493527
2015-12-20,464.96,467.5,451.37,461.6,1481469
2015-12-21,461.6,462.81,429.24,443.29,2584113
2015-12-22,443.29,446.0,423.7,439.31,2103651
2015-12-23,439.31,443.39,433.47,436.56,829379
2015-12-24,436.56,446.0,435.57,445.26,560732
2015-12-25,445.26,459.31,439.49,457.33,1020329
2015-12-26,457.33,461.56,448.48,455.44,612453
2015-12-27,455.44,458.45,402.86,416.76,2993927
2015-12-28,416.76,433.95,407.83,426.82,1267415
2015-12-29,426.82,432.67,417.87,422.5,1865178
2015-12-30,422.5,434.97,418.26,434.0,1033533
2015-12-31,434.0,434.47,419.97,424.0,841044
2016-01-01,424.0,434.23,415.99,430.76,1072844
2016-01-02,430.76,436.7,426.37,435.99,478071
2016-01-03,435.99,438.0,429.25,435.0,729519
2016-01-04,435.0,435.4,422.14,429.79,1218222
2016-01-05,429.79,436.44,427.5,432.3,798056
2016-01-06,432.3,434.97,429.0,432.57,480736
2016-01-07,432.57,432.2,425.01,428.72,555455
2016-01-08,428.72,464.04,426.12,461.02,3420928
2016-01-09,461.02,469.49,445.42,453.53,2973447
2016-01-10,453.53,454.81,444.86,450.0,1608658
2016-01-11,450.0,450.75,439.01,450.5,1316820
2016-01-12,450.5,454.89,445.28,450.43,2075229
2016-01-13,450.43,453.35,430.0,431.45,1762340
2016-01-14,431.45,438.01,420.48,429.94,2324192
2016-01-15,429.94,432.92,425.76,427.87,651926
2016-01-16,427.87,428.31,360.0,360.0,2562104
2016-01-17,360.0,391.44,350.83,388.6,2530911
2016-01-18,388.6,392.62,377.33,380.0,1923597
2016-01-19,380.0,389.1,373.16,384.53,1207683
2016-01-20,384.53,387.9,375.99,376.74,1139997
2016-01-21,376.74,428.0,372.99,421.44,2780268
2016-01-22,421.44,424.73,404.2,411.76,1709469
2016-01-23,411.76,412.26,368.01,381.8,3898698
2016-01-24,381.8,396.5,380.58,387.01,2642327
2016-01-25,387.01,408.79,386.21,403.67,1659215
2016-01-26,403.67,404.51,388.17,389.0,2331402
2016-01-27,389.0,397.01,386.98,391.55,1281634
2016-01-28,391.55,397.92,391.31,395.63,340083
2016-01-29,395.63,394.94,375.42,380.0,1200822
2016-01-30,380.0,385.58,361.0,377.35,2298885
2016-01-31,377.35,383.43,373.0,376.95,964099
2016-02-01,376.95,379.0,360.01,364.99,711509
2016-02-02,364.99,378.56,364.99,371.62,1783415
2016-02-03,371.62,376.13,369.99,372.69,637209
2016-02-04,372.69,373.9,365.71,369.78,1088239
2016-02-05,369.78,395.0,369.31,389.49,1487389
2016-02-06,389.49,398.98,384.59,385.39,914820
2016-02-07,385.39,386.18,371.0,374.3,1488034
2016-02-08,374.3,380.29,373.01,375.74,497376
2016-02-09,375.74,381.44,370.89,371.86,1034043
2016-02-10,371.86,377.8,371.15,375.55,184439
2016-02-11,375.55,385.93,374.82,381.39,347574
2016-02-12,381.39,383.0,374.0,378.2,482977
2016-02-13,378.2,384.56,377.47,382.22,716688
2016-02-14,382.22,395.0,382.11,394.85,924733
2016-02-15,394.85,409.4,394.33,408.92,1162021
2016-02-16,408.92,413.99,392.0,399.17,1986806
2016-02-17,399.17,410.0,397.17,406.6,1735067
2016-02-18,406.6,422.2,403.57,414.99,1568296
2016-02-19,414.99,426.11,414.5,420.77,1050982
2016-02-20,420.77,422.19,412.0,419.71,843415
2016-02-21,419.71,447.0,420.33,438.98,2922733
2016-02-22,438.98,451.61,427.5,439.87,2183112
2016-02-23,439.87,442.23,430.35,439.19,862594
2016-02-24,439.19,442.23,413.57,420.07,1412797
2016-02-25,420.07,426.83,410.65,424.52,786934
2016-02-26,424.52,431.11,418.8,424.46,1013217
2016-02-27,424.46,434.33,418.45,434.02,757074
2016-02-28,434.02,436.1,429.7,432.04,660402
2016-02-29,432.04,436.0,423.18,433.99,736904
2016-03-01,433.99,442.79,431.52,435.96,877171
2016-03-02,435.96,440.38,424.5,433.55,718888
2016-03-03,433.55,435.53,421.92,423.8,584575
2016-03-04,423.8,424.01,417.8,419.99,652635
2016-03-05,419.99,423.33,407.35,408.68,734758
2016-03-06,408.68,410.03,390.08,398.01,1053709
2016-03-07,398.01,410.38,392.76,404.08,507708
2016-03-08,404.08,414.58,402.28,412.92,550935
2016-03-09,412.92,415.24,409.02,412.49,260292
2016-03-10,412.49,414.15,408.1,413.64,218286
2016-03-11,413.64,418.08,411.06,418.03,316241
2016-03-12,418.03,423.48,416.61,421.87,648801
2016-03-13,421.87,421.96,407.23,411.4,878204
2016-03-14,411.4,416.17,411.17,412.58,147641
2016-03-15,412.58,416.01,412.58,415.68,153706
2016-03-16,415.68,418.05,413.25,415.53,168834
2016-03-17,415.53,417.73,413.47,416.86,118770
2016-03-18,416.86,419.46,417.0,419.2,124519
2016-03-19,419.2,418.6,402.49,408.68,406058
2016-03-20,408.68,409.81,403.68,409.25,316965
2016-03-21,409.25,412.55,406.81,412.24,258957
2016-03-22,412.24,412.25,407.53,412.25,239995
2016-03-23,412.25,417.77,411.18,416.99,233530
2016-03-24,416.99,419.0,414.55,416.57,440562
2016-03-25,416.57,418.36,412.41,415.67,375917
2016-03-26,415.67,416.84,410.88,415.82,298790
2016-03-27,415.82,418.4,413.45,416.5,214610
2016-03-28,416.5,433.97,415.82,425.5,1055387
2016-03-29,425.5,427.76,421.73,422.46,500286
2016-03-30,422.46,425.09,406.9,414.58,554114
2016-03-31,414.58,414.99,408.62,412.09,271640
2016-04-01,412.09,416.75,412.08,415.49,277938
2016-04-02,415.49,417.04,413.39,417.04,155005
2016-04-03,417.04,422.07,417.03,420.0,276964
2016-04-04,420.0,420.69,416.6,419.6,217898
2016-04-05,419.6,420.52,417.64,419.55,151366
2016-04-06,419.55,423.98,419.28,423.24,196764
2016-04-07,423.24,423.52,420.96,422.04,169323
2016-04-08,422.04,422.37,417.92,421.4,136234
2016-04-09,421.4,423.51,415.0,417.99,333475
2016-04-10,417.99,418.21,412.14,418.21,309777
2016-04-11,418.21,422.19,416.59,421.16,162242
2016-04-12,421.16,423.43,418.86,423.0,166892
2016-04-13,423.0,428.24,422.92,425.63,303902
2016-04-14,425.63,427.5,421.65,424.11,175775
2016-04-15,424.11,425.62,423.38,425.31,112112
2016-04-16,425.31,436.97,424.91,430.25,417871
2016-04-17,430.25,434.97,429.26,431.23,358783
2016-04-18,431.23,432.21,425.33,428.04,244919
2016-04-19,428.04,430.38,427.27,430.38,139790
2016-04-20,430.38,438.85,428.56,437.03,226325
2016-04-21,437.03,446.49,434.82,443.7,710504
2016-04-22,443.7,453.63,441.61,451.61,1047914
2016-04-23,451.61,451.94,444.23,448.0,764968
2016-04-24,448.0,454.75,445.82,454.75,956624
2016-04-25,454.75,467.12,447.81,464.32,2135164
2016-04-26,464.32,472.32,455.56,463.03,1222200
2016-04-27,463.03,473.39,462.63,468.43,943793
2016-04-28,468.43,469.99,443.03,445.11,1385867
2016-04-29,445.11,450.36,433.0,450.22,1049334
2016-04-30,450.22,457.17,445.79,456.39,607830
2016-05-01,456.39,456.39,445.52,446.7,309677
2016-05-02,446.7,452.8,446.57,451.41,311584
2016-05-03,451.41,452.52,437.06,443.59,891501
2016-05-04,443.59,451.46,439.66,449.75,416444
2016-05-05,449.75,449.7,444.07,446.95,311163
2016-05-06,446.95,450.12,445.43,448.09,414141
2016-05-07,448.09,463.9,447.1,459.91,440302
2016-05-08,459.91,462.47,457.38,459.52,311135
2016-05-09,459.52,460.62,455.61,459.9,288704
2016-05-10,459.9,465.51,456.5,462.23,291938
2016-05-11,462.23,463.49,445.6,450.6,416197
2016-05-12,450.6,454.33,450.33,451.56,218195
2016-05-13,451.56,455.3,446.4,454.75,338949
2016-05-14,454.75,457.72,452.56,456.49,374620
2016-05-15,456.49,458.43,454.69,455.81,650624
2016-05-16,455.81,459.6,454.84,457.75,547849
2016-05-17,457.75,458.82,450.33,452.7,974502
2016-05-18,452.7,454.38,451.65,452.75,569805
2016-05-19,452.75,456.25,452.07,454.01,376248
2016-05-20,454.01,454.23,432.86,433.0,2140400
2016-05-21,433.0,442.67,432.38,440.36,1143359
2016-05-22,440.36,441.7,437.26,440.49,511318
2016-05-23,440.49,440.98,434.81,436.61,1184607
2016-05-24,436.61,443.35,435.81,442.3,1074909
2016-05-25,442.3,445.44,441.64,443.06,773484
2016-05-26,443.06,449.58,443.32,447.01,1136596
2016-05-27,447.01,453.82,445.0,453.75,1240088
2016-05-28,453.75,485.95,453.75,474.55,3907916
2016-05-29,474.55,544.95,473.44,531.0,7109386
2016-05-30,531.0,571.0,512.49,536.74,5516528
2016-05-31,536.74,562.0,531.01,545.03,2986123
2016-06-01,545.03,552.48,520.0,537.01,4405265
2016-06-02,537.01,550.5,527.03,542.0,2706525
2016-06-03,542.0,546.36,533.52,542.02,1279430
2016-06-04,542.02,581.53,539.23,574.02,4368529
2016-06-05,574.02,596.2,565.17,574.26,3878502
2016-06-06,574.26,590.89,569.41,578.75,2155101
2016-06-07,578.75,596.59,577.43,591.59,2610125
2016-06-08,591.59,600.99,571.01,579.01,3652548
2016-06-09,579.01,589.6,572.79,586.86,3103739
2016-06-10,586.86,586.91,571.5,578.95,3180193
2016-06-11,578.95,585.59,575.0,582.28,2654189
2016-06-12,582.28,627.89,581.95,624.96,2849180
2016-06-13,624.96,702.5,616.69,682.99,11119434
2016-06-14,682.99,749.0,673.37,709.68,10063692
2016-06-15,709.68,707.86,659.0,684.07,6955671
2016-06-16,684.07,700.0,670.51,691.34,4030472
2016-06-17,691.34,788.0,696.8,773.68,10178172
2016-06-18,773.68,782.89,708.96,748.78,9244522
2016-06-19,748.78,791.68,721.51,753.9,8891191
2016-06-20,753.9,778.0,741.19,765.91,5381788
2016-06-21,765.91,767.0,723.06,737.0,7213672
2016-06-22,737.0,750.0,628.29,668.64,14736687
2016-06-23,668.64,682.06,584.0,603.99,8922536
2016-06-24,603.99,627.4,552.5,618.21,13999736
2016-06-25,618.21,681.06,617.88,666.32,9089269
2016-06-26,666.32,695.4,629.44,663.05,7906033
2016-06-27,663.05,664.71,598.59,627.5,6574603
2016-06-28,627.5,666.98,614.94,659.17,6750387
2016-06-29,659.17,663.79,631.85,646.55,4347746
2016-06-30,646.55,648.0,617.68,641.32,4200081
2016-07-01,641.32,679.95,635.01,676.33,6088511
2016-07-02,676.33,688.36,667.0,677.3,4941252
2016-07-03,677.3,706.7,676.72,706.0,5198429
2016-07-04,706.0,707.1,641.13,656.42,8572721
2016-07-05,656.42,682.33,641.0,679.75,3858157
2016-07-06,679.75,680.39,660.89,665.96,3436515
2016-07-07,665.96,683.38,667.02,677.0,2410459
2016-07-08,677.0,683.0,606.42,636.91,9343010
2016-07-09,636.91,665.34,631.02,661.6,4506702
2016-07-10,661.6,664.54,622.0,647.32,6275406
2016-07-11,647.32,652.67,634.91,650.49,3043916
2016-07-12,650.49,660.19,640.0,647.22,3628843
2016-07-13,647.22,677.52,645.19,668.0,4193927
2016-07-14,668.0,667.99,650.95,652.76,1887767
2016-07-15,652.76,665.37,648.0,657.51,2503010
2016-07-16,657.51,670.67,657.83,663.05,1986904
2016-07-17,663.05,670.0,652.61,660.94,1497798
2016-07-18,660.94,689.21,660.58,682.82,3502003
2016-07-19,682.82,685.24,663.21,674.2,3418478
2016-07-20,674.2,676.85,667.0,675.24,1384098
2016-07-21,675.24,675.13,655.32,665.21,1879106
2016-07-22,665.21,667.73,655.0,664.59,1436203
2016-07-23,664.59,668.38,640.53,648.28,3342334
2016-07-24,648.28,658.05,646.45,653.49,1285178
2016-07-25,653.49,663.95,650.05,661.0,642298
2016-07-26,661.0,663.64,647.81,652.95,784937
2016-07-27,652.95,657.0,637.71,649.93,1895588
2016-07-28,649.93,662.36,644.05,656.79,1898480
2016-07-29,656.79,659.5,646.87,654.69,910987
2016-07-30,654.69,658.57,653.3,657.67,741958
2016-07-31,657.67,658.96,650.84,654.84,551816
2016-08-01,654.84,654.84,618.02,621.31,4277121
2016-08-02,621.31,626.49,601.94,607.35,2690512
2016-08-03,607.35,613.17,469.03,528.83,11521643
2016-08-04,528.83,578.38,513.94,561.74,6887135
2016-08-05,561.74,580.0,555.15,573.12,4322187
2016-08-06,573.12,574.94,562.0,570.51,2042397
2016-08-07,570.51,588.99,560.09,585.81,4375716
2016-08-08,585.81,598.02,576.94,592.31,2922495
2016-08-09,592.31,592.12,583.91,586.94,2137776
2016-08-10,586.94,594.57,578.93,584.0,2678606
2016-08-11,584.0,602.07,579.87,588.98,2640793
2016-08-12,588.98,597.83,584.1,584.77,1462216
2016-08-13,584.77,588.88,578.51,586.7,2097913
2016-08-14,586.7,588.95,581.08,583.14,808474
2016-08-15,583.14,583.85,556.26,567.9,2953768
2016-08-16,567.9,573.0,557.55,566.03,2308854
2016-08-17,566.03,581.0,564.89,574.0,1962549
2016-08-18,574.0,576.21,566.96,570.85,671403
2016-08-19,570.85,576.91,569.94,571.45,1521188
2016-08-20,571.45,574.52,563.54,572.45,1099687
2016-08-21,572.45,582.24,572.0,580.23,1069522
2016-08-22,580.23,584.11,577.81,578.96,679455
2016-08-23,578.96,588.6,578.03,584.93,1138901
2016-08-24,584.93,587.3,575.82,580.5,904556
2016-08-25,580.5,581.66,574.38,576.12,1062312
2016-08-26,576.12,579.2,569.59,576.82,1089796
2016-08-27,576.82,578.32,575.14,576.57,517379
2016-08-28,576.57,577.48,562.32,567.18,890705
2016-08-29,567.18,572.63,566.07,572.22,639407
2016-08-30,572.22,576.57,570.4,571.72,405639
2016-08-31,571.72,578.73,571.49,576.91,1060538
2016-09-01,576.91,577.88,571.48,573.7,543227
2016-09-02,573.7,574.65,568.23,569.23,402378
2016-09-03,569.23,575.49,563.54,575.44,1093275
2016-09-04,575.44,605.41,571.96,596.34,2754844
2016-09-05,596.34,614.12,594.05,610.84,3190670
2016-09-06,610.84,610.96,599.08,608.04,1415341
2016-09-07,608.04,611.89,603.29,609.94,1263034
2016-09-08,609.94,614.39,606.18,613.2,1917428
2016-09-09,613.2,631.54,610.91,625.19,2856334
2016-09-10,625.19,627.25,615.54,622.28,1790037
2016-09-11,622.28,625.21,621.26,622.63,840485
2016-09-12,622.63,632.01,586.41,603.3,4137372
2016-09-13,603.3,606.92,599.0,606.23,2041191
2016-09-14,606.23,608.93,602.78,605.46,1057732
2016-09-15,605.46,608.0,604.18,607.63,493421
2016-09-16,607.63,607.62,601.69,605.02,424104
2016-09-17,605.02,610.0,597.04,604.91,1858554
2016-09-18,604.91,605.56,601.46,604.19,395907
2016-09-19,604.19,608.8,603.58,607.99,337130
2016-09-20,607.99,609.63,604.08,607.26,641488
2016-09-21,607.26,608.83,593.91,595.59,842449
2016-09-22,595.59,596.0,580.53,594.51,2047206
2016-09-23,594.51,596.5,593.06,594.39,704756
2016-09-24,594.39,606.4,591.6,600.57,1295341
2016-09-25,600.57,603.01,598.6,599.87,409338
2016-09-26,599.87,601.11,595.23,598.71,365891
2016-09-27,598.71,609.88,595.67,607.49,1097555
2016-09-28,607.49,608.98,600.9,604.0,953708
2016-09-29,604.0,604.0,601.25,603.09,231622
2016-09-30,603.09,607.34,602.26,604.59,503374
2016-10-01,604.59,610.46,603.09,609.6,1156523
2016-10-02,609.6,619.99,609.41,612.18,1787145
2016-10-03,612.18,612.63,605.07,609.98,1080404
2016-10-04,609.98,612.2,608.56,611.74,375677
2016-10-05,611.74,611.98,605.65,608.26,557672
2016-10-06,608.26,613.1,607.45,609.78,931341
2016-10-07,609.78,610.52,607.9,609.61,718470
2016-10-08,609.61,616.37,608.75,615.07,1388344
2016-10-09,615.07,618.71,613.88,615.25,1039133
2016-10-10,615.25,615.51,610.28,613.4,1172197
2016-10-11,613.4,617.51,610.0,617.51,2129096
2016-10-12,617.51,643.23,614.92,637.92,5811167
2016-10-13,637.92,639.19,630.43,632.88,3878280
2016-10-14,632.88,637.01,631.17,635.0,3309571
2016-10-15,635.0,642.0,632.44,638.72,3752988
2016-10-16,638.72,641.02,632.83,634.34,2163074
2016-10-17,634.34,640.26,633.24,638.82,1937159
2016-10-18,638.82,639.9,633.58,635.32,1346687
2016-10-19,635.32,637.47,631.41,634.79,1079271
2016-10-20,634.79,635.31,622.22,626.67,2232821
2016-10-21,626.67,628.57,622.4,627.32,1214049
2016-10-22,627.32,630.62,626.07,629.2,1587562
2016-10-23,629.2,665.95,629.0,657.32,4849431
2016-10-24,657.32,682.56,645.51,651.54,3832454
2016-10-25,651.54,651.67,645.25,647.1,2492365
2016-10-26,647.1,665.98,634.38,653.44,4268765
2016-10-27,653.44,677.84,652.88,675.4,4231385
2016-10-28,675.4,686.81,672.04,686.44,4428027
2016-10-29,686.44,689.2,675.66,686.69,3260008
2016-10-30,686.69,721.05,685.5,708.79,7816582
2016-10-31,708.79,709.69,686.5,697.46,8338811
2016-11-01,697.46,707.33,678.19,697.0,4765620
2016-11-02,697.0,747.0,697.01,732.37,9145077
2016-11-03,732.37,755.0,719.9,747.56,4490739
2016-11-04,747.56,751.85,659.0,684.5,18721932
2016-11-05,684.5,707.47,679.76,700.06,6358036
2016-11-06,700.06,707.47,693.77,701.45,2644738
2016-11-07,701.45,719.15,687.0,709.1,6147766
2016-11-08,709.1,709.31,696.75,701.34,2480274
2016-11-09,701.34,713.0,699.61,709.0,3309053
2016-11-10,709.0,739.0,708.0,722.63,11989712
2016-11-11,722.63,723.72,710.25,714.02,4378648
2016-11-12,714.02,718.5,710.51,718.5,3512459
2016-11-13,718.5,721.94,699.73,704.53,2887101
2016-11-14,704.53,704.5,679.84,700.11,5153879
2016-11-15,700.11,707.04,699.06,705.92,2156250
2016-11-16,705.92,717.89,705.0,712.0,2616519
2016-11-17,712.0,763.0,708.79,746.59,10650191
2016-11-18,746.59,757.82,736.0,738.88,7566231
2016-11-19,738.88,754.06,733.0,752.6,4739459
2016-11-20,752.6,764.12,730.02,750.0,7697704
2016-11-21,750.0,755.7,706.0,726.23,10064329
2016-11-22,726.23,738.94,724.63,735.82,3832062
2016-11-23,735.82,754.84,732.16,751.57,4912893
2016-11-24,751.57,753.2,730.0,740.47,5425369
2016-11-25,740.47,744.0,722.0,735.36,6100525
2016-11-26,735.36,737.66,723.0,737.4,5338231
2016-11-27,737.4,738.64,721.63,729.5,3342078
2016-11-28,729.5,735.0,724.0,727.66,3745555
2016-11-29,727.66,732.82,727.7,731.63,2270663
2016-11-30,731.63,732.6,727.14,731.02,1612631
